"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"UPPER","2021-02-24","599","599","554","562","-1.58 %","283,121.00"
"UPPER","2021-02-23","621","651","539","571","-3.55 %","753,628.00"
"UPPER","2021-02-22","565","592","565","592","9.83 %","96,224.00"
"UPPER","2021-02-21","500","539","500","539","0.10 %","397,637.00"
"UPPER","2021-02-18","485","500","485","490","0.02 %","211,792.00"
"UPPER","2021-02-17","485","491","474","479","-0.01 %","93,303.00"
"UPPER","2021-02-16","490","498","482","483","-0.02 %","59,641.00"
"UPPER","2021-02-15","500","500","480","491","0.03 %","76,134.00"
"UPPER","2021-02-14","475","490","471","477","-0.01 %","126,683.00"
"UPPER","2021-02-11","495","496","482","483","-0.01 %","89,133.00"
"UPPER","2021-02-10","492","495","487","488","-0.00 %","67,670.00"
"UPPER","2021-02-09","496","500","491","492","-0.01 %","60,653.00"
"UPPER","2021-02-08","522","522","495","496","-0.00 %","132,429.00"
"UPPER","2021-02-07","497","515","494","498","0.01 %","135,923.00"
"UPPER","2021-02-04","495","499","485","493","-0.00 %","79,183.00"
"UPPER","2021-02-03","500","505","493","493","-0.01 %","96,529.00"
"UPPER","2021-02-02","499","500","492","497","0.01 %","106,012.00"
"UPPER","2021-02-01","490","498","486","492","0.02 %","84,530.00"
"UPPER","2021-01-31","490","498","480","484","-0.01 %","130,040.00"
